matrix,dataset,backbone,label_budget_per_class,validation_budget_per_class,seed,method,status,reference_method,device,inference_dtype,quantization,batch_size,requested_batch_size,max_inference_batch_size,warmup_repeats,timing_repeats,max_epochs,accuracy,macro_f1,model_size_mb,latency_ms_per_example,throughput_examples_per_second,peak_memory_mb,train_examples,validation_examples,test_examples,train_class_counts,validation_class_counts,test_class_counts,train_index_hash,validation_index_hash,test_index_hash,fine_tune_seconds,failure_reason
formal,sst2,albert-base-v2,64,64,4,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.65234375,0.6520836196497015,44.58638572692871,0.7901026148431356,1265.6583856497384,87.615234375,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",19222c61578480c032ef1ead448387aa4686585a6211c70d0e9cc2f0ca4bce49,9a8a6a48536503c447624b9da6be093779e580980cf813755671714528757287,b2174e606a9e62fb609e59a9dd1d2034c4222c4e0b3518a2c69fbc542a7c45b2,0.4296588140005042,
formal,sst2,albert-base-v2,64,64,4,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.64453125,0.6443955976858848,44.58638572692871,0.9059066796879733,1103.8664604442874,96.6376953125,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",19222c61578480c032ef1ead448387aa4686585a6211c70d0e9cc2f0ca4bce49,9a8a6a48536503c447624b9da6be093779e580980cf813755671714528757287,b2174e606a9e62fb609e59a9dd1d2034c4222c4e0b3518a2c69fbc542a7c45b2,0.4296588140005042,
formal,sst2,albert-base-v2,64,64,5,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.76171875,0.7534069196393324,44.58638572692871,25.81432058906188,38.73818784228329,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",49d10ce11ca63d0f05378404a3415685191112e440dd9f73f4f74b391a2c117c,2ec11359c71c9f7a4e63e771660be867ef91c03f8d5d7a9cef56fbf490aebd19,274602d2a9aecf5e33c656a6ec3c3df55ac18a84aa1a4e4a46e26235c323870f,0.4725574099993537,
formal,sst2,albert-base-v2,64,64,5,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.4921875,0.391812865497076,22.370460510253906,16.981649755467743,58.8870936805195,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",49d10ce11ca63d0f05378404a3415685191112e440dd9f73f4f74b391a2c117c,2ec11359c71c9f7a4e63e771660be867ef91c03f8d5d7a9cef56fbf490aebd19,274602d2a9aecf5e33c656a6ec3c3df55ac18a84aa1a4e4a46e26235c323870f,0.4725574099993537,
formal,sst2,albert-base-v2,64,64,5,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.76171875,0.7534069196393324,44.58638572692871,0.8034319257816946,1244.6605218320838,87.615234375,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",49d10ce11ca63d0f05378404a3415685191112e440dd9f73f4f74b391a2c117c,2ec11359c71c9f7a4e63e771660be867ef91c03f8d5d7a9cef56fbf490aebd19,274602d2a9aecf5e33c656a6ec3c3df55ac18a84aa1a4e4a46e26235c323870f,0.4725574099993537,
formal,sst2,albert-base-v2,64,64,5,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.75,0.7400850307760645,44.58638572692871,0.9204545460946179,1086.4197523309372,96.6376953125,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",49d10ce11ca63d0f05378404a3415685191112e440dd9f73f4f74b391a2c117c,2ec11359c71c9f7a4e63e771660be867ef91c03f8d5d7a9cef56fbf490aebd19,274602d2a9aecf5e33c656a6ec3c3df55ac18a84aa1a4e4a46e26235c323870f,0.4725574099993537,
formal,sst2,albert-base-v2,128,128,1,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.84375,0.8429736858246948,44.58638572692871,24.545395601562348,40.74083857651692,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",04c8d669c88145f62491eb13e78cb401de2f3d5fb8c3c126822432630d10adc6,e2d4b50ac79708d24bd6ca380de7347b4a9df72f860301d11922c9306af25036,543846d9d68ffe5b4b0f8ddf95eca5a7f97627a986335996ba18fd1e7ce2392f,0.9507420490008371,
formal,sst2,albert-base-v2,128,128,1,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.51953125,0.4464816214600876,22.370460510253906,16.951315714844384,58.99247095753713,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",04c8d669c88145f62491eb13e78cb401de2f3d5fb8c3c126822432630d10adc6,e2d4b50ac79708d24bd6ca380de7347b4a9df72f860301d11922c9306af25036,543846d9d68ffe5b4b0f8ddf95eca5a7f97627a986335996ba18fd1e7ce2392f,0.9507420490008371,
formal,sst2,albert-base-v2,128,128,1,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.84375,0.8429736858246948,44.58638572692871,0.8436321999994334,1185.350677701339,87.08984375,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",04c8d669c88145f62491eb13e78cb401de2f3d5fb8c3c126822432630d10adc6,e2d4b50ac79708d24bd6ca380de7347b4a9df72f860301d11922c9306af25036,543846d9d68ffe5b4b0f8ddf95eca5a7f97627a986335996ba18fd1e7ce2392f,0.9507420490008371,
formal,sst2,albert-base-v2,128,128,1,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.84765625,0.8469814704124328,44.58638572692871,0.8928330374999405,1120.0302385764558,96.8076171875,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",04c8d669c88145f62491eb13e78cb401de2f3d5fb8c3c126822432630d10adc6,e2d4b50ac79708d24bd6ca380de7347b4a9df72f860301d11922c9306af25036,543846d9d68ffe5b4b0f8ddf95eca5a7f97627a986335996ba18fd1e7ce2392f,0.9507420490008371,
formal,sst2,albert-base-v2,128,128,2,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.765625,0.7619047619047619,44.58638572692871,26.662628023437662,37.505680202302436,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",d7a43e997c0847f21a6822a6915b38a6be0fd2a35a762f051f7c4d52f459d15f,7f2a38ef886b0215262ef5a16e236940f5837ff37f1da41bf20ca0d538b409fa,add7b4024851243ce918d6b67fb9366d78bf1869d0c1a6ba53fc4da0bc23be4d,1.0831452999991598,
formal,sst2,albert-base-v2,128,128,2,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.4765625,0.3682504604051565,22.370460510253906,17.761100187499324,56.3028184877772,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",d7a43e997c0847f21a6822a6915b38a6be0fd2a35a762f051f7c4d52f459d15f,7f2a38ef886b0215262ef5a16e236940f5837ff37f1da41bf20ca0d538b409fa,add7b4024851243ce918d6b67fb9366d78bf1869d0c1a6ba53fc4da0bc23be4d,1.0831452999991598,
formal,sst2,albert-base-v2,128,128,2,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.765625,0.7619047619047619,44.58638572692871,0.7946518296876093,1258.4127571858942,88.0419921875,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",d7a43e997c0847f21a6822a6915b38a6be0fd2a35a762f051f7c4d52f459d15f,7f2a38ef886b0215262ef5a16e236940f5837ff37f1da41bf20ca0d538b409fa,add7b4024851243ce918d6b67fb9366d78bf1869d0c1a6ba53fc4da0bc23be4d,1.0831452999991598,
formal,sst2,albert-base-v2,128,128,2,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.76953125,0.7661014324428959,44.58638572692871,0.8884163484381702,1125.5983771100039,96.970703125,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",d7a43e997c0847f21a6822a6915b38a6be0fd2a35a762f051f7c4d52f459d15f,7f2a38ef886b0215262ef5a16e236940f5837ff37f1da41bf20ca0d538b409fa,add7b4024851243ce918d6b67fb9366d78bf1869d0c1a6ba53fc4da0bc23be4d,1.0831452999991598,
formal,sst2,albert-base-v2,128,128,3,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.87109375,0.8708553084155011,44.58638572692871,27.983130738282114,35.735815600931225,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",d382c7e29349a5ee060d8da3c937996800b46d57b16e32dcadba699e3dd02a14,f3e196e7f78d0e4ffbe0fc761cb7a9b1d500161fc71ece911c56396e98fa4fae,7b592b501cde847e3846274980bc8e34fba92e13ad4466277fca69c6d0b43a71,0.9276220299998386,
formal,sst2,albert-base-v2,128,128,3,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.5234375,0.4527614241659658,22.370460510253906,17.267338107031094,57.91280588829205,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",d382c7e29349a5ee060d8da3c937996800b46d57b16e32dcadba699e3dd02a14,f3e196e7f78d0e4ffbe0fc761cb7a9b1d500161fc71ece911c56396e98fa4fae,7b592b501cde847e3846274980bc8e34fba92e13ad4466277fca69c6d0b43a71,0.9276220299998386,
formal,sst2,albert-base-v2,128,128,3,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.87109375,0.8708553084155011,44.58638572692871,0.7925495617186584,1261.7507450656858,87.615234375,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",d382c7e29349a5ee060d8da3c937996800b46d57b16e32dcadba699e3dd02a14,f3e196e7f78d0e4ffbe0fc761cb7a9b1d500161fc71ece911c56396e98fa4fae,7b592b501cde847e3846274980bc8e34fba92e13ad4466277fca69c6d0b43a71,0.9276220299998386,
formal,sst2,albert-base-v2,128,128,3,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.87109375,0.8708553084155011,44.58638572692871,0.9008530890625366,1110.0589120925806,96.6376953125,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",d382c7e29349a5ee060d8da3c937996800b46d57b16e32dcadba699e3dd02a14,f3e196e7f78d0e4ffbe0fc761cb7a9b1d500161fc71ece911c56396e98fa4fae,7b592b501cde847e3846274980bc8e34fba92e13ad4466277fca69c6d0b43a71,0.9276220299998386,
formal,sst2,albert-base-v2,128,128,4,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.828125,0.8277465133349645,44.58638572692871,26.87797492109496,37.20518390748099,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",31de48c56430d993965c0578f8272592db119eded7039ff181daf97b5dd58269,596e053195585881475b0c6d2c59650452777680809e603cc3cddaa8e2212f36,b2174e606a9e62fb609e59a9dd1d2034c4222c4e0b3518a2c69fbc542a7c45b2,0.8711345819992857,
formal,sst2,albert-base-v2,128,128,4,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.49609375,0.36869874405000863,22.370460510253906,17.5750200476557,56.898939363280455,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",31de48c56430d993965c0578f8272592db119eded7039ff181daf97b5dd58269,596e053195585881475b0c6d2c59650452777680809e603cc3cddaa8e2212f36,b2174e606a9e62fb609e59a9dd1d2034c4222c4e0b3518a2c69fbc542a7c45b2,0.8711345819992857,
formal,sst2,albert-base-v2,128,128,4,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.828125,0.8277465133349645,44.58638572692871,0.8350677890618385,1197.5075713595127,87.615234375,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",31de48c56430d993965c0578f8272592db119eded7039ff181daf97b5dd58269,596e053195585881475b0c6d2c59650452777680809e603cc3cddaa8e2212f36,b2174e606a9e62fb609e59a9dd1d2034c4222c4e0b3518a2c69fbc542a7c45b2,0.8711345819992857,
formal,sst2,albert-base-v2,128,128,4,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.82421875,0.8237642847308275,44.58638572692871,0.9206531023437492,1086.185445369438,96.6376953125,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",31de48c56430d993965c0578f8272592db119eded7039ff181daf97b5dd58269,596e053195585881475b0c6d2c59650452777680809e603cc3cddaa8e2212f36,b2174e606a9e62fb609e59a9dd1d2034c4222c4e0b3518a2c69fbc542a7c45b2,0.8711345819992857,
formal,sst2,albert-base-v2,128,128,5,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.8359375,0.8333333333333333,44.58638572692871,27.86651488984404,35.88536291506084,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",625a6477fca04e91445bb6afd4387b82ca610d1ec4789456b20daad6e99c475a,db8e5afb91a9b54d09ead342a612660a393b96f28550605d88762156e5beefc9,274602d2a9aecf5e33c656a6ec3c3df55ac18a84aa1a4e4a46e26235c323870f,0.9258892559992091,
formal,sst2,albert-base-v2,128,128,5,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.5078125,0.36318407960199,22.370460510253906,16.524527984374515,60.51610072890393,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",625a6477fca04e91445bb6afd4387b82ca610d1ec4789456b20daad6e99c475a,db8e5afb91a9b54d09ead342a612660a393b96f28550605d88762156e5beefc9,274602d2a9aecf5e33c656a6ec3c3df55ac18a84aa1a4e4a46e26235c323870f,0.9258892559992091,
formal,sst2,albert-base-v2,128,128,5,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.8359375,0.8333333333333333,44.58638572692871,0.833258705469575,1200.1074737484555,87.615234375,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",625a6477fca04e91445bb6afd4387b82ca610d1ec4789456b20daad6e99c475a,db8e5afb91a9b54d09ead342a612660a393b96f28550605d88762156e5beefc9,274602d2a9aecf5e33c656a6ec3c3df55ac18a84aa1a4e4a46e26235c323870f,0.9258892559992091,
formal,sst2,albert-base-v2,128,128,5,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.8359375,0.8333333333333333,44.58638572692871,0.9169964398438424,1090.5167747110256,96.6376953125,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",625a6477fca04e91445bb6afd4387b82ca610d1ec4789456b20daad6e99c475a,db8e5afb91a9b54d09ead342a612660a393b96f28550605d88762156e5beefc9,274602d2a9aecf5e33c656a6ec3c3df55ac18a84aa1a4e4a46e26235c323870f,0.9258892559992091,
formal,sst2,albert-base-v2,256,256,1,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.76953125,0.757509592691894,44.58638572692871,25.375505702342593,39.4080816252534,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",15537efa8b0d72b9b1d91b6600e63ad381482e40971be18f872fd79eca27f9e0,1181dd9456e4ab8c5e4b538d8d59bc1762403a30a403444af3769c999727d871,543846d9d68ffe5b4b0f8ddf95eca5a7f97627a986335996ba18fd1e7ce2392f,1.9309209719995124,
formal,sst2,albert-base-v2,256,256,1,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.49609375,0.4678269277254049,22.370460510253906,16.24131412890506,61.57137236944859,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",15537efa8b0d72b9b1d91b6600e63ad381482e40971be18f872fd79eca27f9e0,1181dd9456e4ab8c5e4b538d8d59bc1762403a30a403444af3769c999727d871,543846d9d68ffe5b4b0f8ddf95eca5a7f97627a986335996ba18fd1e7ce2392f,1.9309209719995124,
formal,sst2,albert-base-v2,256,256,1,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.76953125,0.757509592691894,44.58638572692871,0.7971285554688734,1254.5027939838349,87.08984375,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",15537efa8b0d72b9b1d91b6600e63ad381482e40971be18f872fd79eca27f9e0,1181dd9456e4ab8c5e4b538d8d59bc1762403a30a403444af3769c999727d871,543846d9d68ffe5b4b0f8ddf95eca5a7f97627a986335996ba18fd1e7ce2392f,1.9309209719995124,
formal,sst2,albert-base-v2,256,256,1,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.76953125,0.7583785253795332,44.58638572692871,0.9023127843747147,1108.2631403621092,96.8076171875,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",15537efa8b0d72b9b1d91b6600e63ad381482e40971be18f872fd79eca27f9e0,1181dd9456e4ab8c5e4b538d8d59bc1762403a30a403444af3769c999727d871,543846d9d68ffe5b4b0f8ddf95eca5a7f97627a986335996ba18fd1e7ce2392f,1.9309209719995124,
formal,sst2,albert-base-v2,256,256,2,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.8515625,0.8514173998044966,44.58638572692871,24.928032239063214,40.11548085343698,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",93e3e56a9cf85bb42374df8473320bf1f542ab9ee7ebbe883230cc445a336a7e,f77595eed88626b3ac6831d68a801e146132ea50d40fe2bdd1ffec75576c93bd,add7b4024851243ce918d6b67fb9366d78bf1869d0c1a6ba53fc4da0bc23be4d,1.8696438710012444,
